"id","category","name","price","salePrice","sale","url"
"62","Consoles","MINI KONSOLA TV RETRO 8BIT 620GIER PEGASUS NES PS1","79,00 zł z kurierem","97,90 zł","-19%","https://allegro.pl/oferta/mini-konsola-tv-retro-8bit-620gier-pegasus-nes-ps1-10438799973"
"63","Consoles","MINI KONSOLA RETRO GRA PRZENOŚNA DO TELEWIZORA TV","40,00 zł z kurierem","199,00 zł","-79%","https://allegro.pl/events/clicks?emission_unit_id=22b4b2ae-209f-4bf8-b1c1-16e35e3cfd26&emission_id=8e69a233-d29d-4702-8acd-9053d2a9c1e3&type=OFFER&ts=1616081353072&redirect=https%3A%2F%2Fallegro.pl%2Foferta%2Fmini-konsola-retro-gra-przenosna-do-telewizora-tv-9466776476%3Fbi_s%3Dads%26bi_m%3Dlisting%253Adesktop%253Acategory%26bi_c%3DZjJhMmUwMWEtYmY3Ni00ZGY1LThlNzMtMWZhZjIzNzBiNDRjAA%26bi_t%3Dape&placement=listing:desktop:category&sig=cb32f323aaa798b48da183d1f179db64"
"64","Consoles","RETRO PRZENOŚNA KONSOLA 360 GIER WIDEO TV + 2 PADY","129,97 zł","349,97 zł","-62%","https://allegro.pl/events/clicks?emission_unit_id=76ddc407-bd12-4700-a4df-08816cc2a31b&emission_id=8e69a233-d29d-4702-8acd-9053d2a9c1e3&type=OFFER&ts=1616081353072&redirect=https%3A%2F%2Fallegro.pl%2Foferta%2Fretro-przenosna-konsola-360-gier-wideo-tv-2-pady-9864441750%3Fbi_s%3Dads%26bi_m%3Dlisting%253Adesktop%253Acategory%26bi_c%3DMjA4MDg2NzAtN2Y1Yi00ZTZkLWFjY2QtMjFjMTdhMjJjOWEyAA%26bi_t%3Dape&placement=listing:desktop:category&sig=0083cd0f01faa2b15e78a95890dbf1ca"
"65","Consoles","VENOM BATERIA AKUMULATOR x2 PADÓW XBOX 360 + KABEL","69,90 zł","79,90 zł","-12%","https://allegro.pl/oferta/venom-bateria-akumulator-x2-padow-xbox-360-kabel-9132945519"
"66","Consoles","ŁADOWARKA STACJA DOKUJĄCA POJEDYNCZA XBOX SERIES X","99,90 zł","129,90 zł","-23%","https://allegro.pl/oferta/ladowarka-stacja-dokujaca-pojedyncza-xbox-series-x-10110084494"
"67","Consoles","MINI KONSOLA PRZENOŚNA GB-60 PLUS 300 GIER","94,99 zł","199,00 zł","-52%","https://allegro.pl/oferta/mini-konsola-przenosna-gb-60-plus-300-gier-9655357699"
"68","Consoles","PRZENOŚNA KONSOLA DO GIER X12 GAME BOY 5cal jęz PL","169,90 zł z kurierem","189,90 zł","-10%","https://allegro.pl/oferta/przenosna-konsola-do-gier-x12-game-boy-5cal-jez-pl-9667875257"
"69","Consoles","ETUI FUTERAŁ + SZKŁO 3W1 NINTENDO SWITCH LITE","69,90 zł","79,90 zł","-12%","https://allegro.pl/oferta/etui-futeral-szklo-3w1-nintendo-switch-lite-8732320309"
"70","Consoles","MINI KONSOLA PRZENOŚNA PLUS 400 GIER RETRO EKRAN","74,00 zł z kurierem","169,00 zł","-56%","https://allegro.pl/oferta/mini-konsola-przenosna-plus-400-gier-retro-ekran-8300730394"
"71","Consoles","RETRO PRZENOŚNA KONSOLA 360 GIER WIDEO TV + 2 PADY","129,97 zł","349,97 zł","-62%","https://allegro.pl/oferta/retro-przenosna-konsola-360-gier-wideo-tv-2-pady-9864441750"
"72","Consoles","MINI KONSOLA TV RETRO 8BIT 620GIER PEGASUS NES PS1","79,00 zł z kurierem","97,90 zł","-19%","https://allegro.pl/oferta/mini-konsola-tv-retro-8bit-620gier-pegasus-nes-ps1-10438795853"
"73","Consoles","Konsola bezprzewodowa HD RETRO GRY PS3000 EMULATOR","269,99 zł","349,99 zł","-22%","https://allegro.pl/events/clicks?emission_unit_id=41263b8a-75e0-4a3a-aa30-75796fda7ca9&emission_id=f9a978a1-092b-45d0-8708-507c9c900101&type=OFFER&ts=1616081353540&redirect=https%3A%2F%2Fallegro.pl%2Foferta%2Fkonsola-bezprzewodowa-hd-retro-gry-ps3000-emulator-10504372522%3Fbi_s%3Dads%26bi_m%3Dlisting%253Adesktop%253Acategory%26bi_c%3DMmY1NDZiZDAtZDE5YS00YTEzLTljOGYtOWE1OTdlYmQwNDEzAA%26bi_t%3Dape&placement=listing:desktop:category&sig=5d143ce7dea2a39c70bad764a2a299f9"
"74","Consoles","BEZPRZEWODOWY ODBIORNIK ADAPTER XBOX ONE + BATERIA","59,99 zł","89,90 zł","-33%","https://allegro.pl/oferta/bezprzewodowy-odbiornik-adapter-xbox-one-bateria-9107680499"
"75","Consoles","ŁADOWARKA STACJA DOKUJĄCA POJEDYNCZA XBOX SERIES X","99,90 zł","129,90 zł","-23%","https://allegro.pl/oferta/ladowarka-stacja-dokujaca-pojedyncza-xbox-series-x-10110239146"
"76","Consoles","PRZENOŚNA KONSOLA DO GIER X6 GAME BOY 4,3cal jęzPL","159,90 zł z kurierem","179,90 zł","-11%","https://allegro.pl/oferta/przenosna-konsola-do-gier-x6-game-boy-4-3cal-jezpl-9716398811"
"77","Consoles","ETUI FUTERAŁ + SZKŁO 3W1 NINTENDO SWITCH LITE","69,90 zł","79,90 zł","-12%","https://allegro.pl/oferta/etui-futeral-szklo-3w1-nintendo-switch-lite-8732336376"
"78","Consoles","Mini Konsola Przenośna RONEBERG 2019 - 400 GIER!","79,00 zł","139,00 zł","-43%","https://allegro.pl/oferta/mini-konsola-przenosna-roneberg-2019-400-gier-9847502557"
"79","Consoles","KOSZYK KLAPKA BATERIE BATERII PADA PAD XBOX360","8,99 zł z kurierem","35,00 zł","-74%","https://allegro.pl/oferta/koszyk-klapka-baterie-baterii-pada-pad-xbox360-9818408256"
"80","Consoles","MINI KONSOLA RETRO GAMEBOY 400 GRA PEGASUS 3'' PAD","68,99 zł z kurierem","139,00 zł","-50%","https://allegro.pl/oferta/mini-konsola-retro-gameboy-400-gra-pegasus-3-pad-8827675235"
"81","Consoles","Podwójna stacja dokująca ładowarka do padów PS5","79,99 zł","99,99 zł","-20%","https://allegro.pl/oferta/podwojna-stacja-dokujaca-ladowarka-do-padow-ps5-10244123760"
"82","Consoles","PRZENOŚNA KONSOLA DO GIER X12 GAME BOY 5cal jęz PL","209,90 zł z kurierem","279,90 zł","-25%","https://allegro.pl/oferta/przenosna-konsola-do-gier-x12-game-boy-5cal-jez-pl-9771551376"
"83","Consoles","ETUI TORBA POKROWIEC KONSOLA NINTENDO SWITCH","49,99 zł z kurierem","149,00 zł","-66%","https://allegro.pl/oferta/etui-torba-pokrowiec-konsola-nintendo-switch-9737043564"
"84","Consoles","Konsola bezprzewodowa HD RETRO GRY PS3000 EMULATOR","259,00 zł","379,00 zł","-31%","https://allegro.pl/events/clicks?emission_unit_id=13aeb123-0f20-497f-b385-86ffe4ead2ca&emission_id=f9a978a1-092b-45d0-8708-507c9c900101&type=OFFER&ts=1616081353540&redirect=https%3A%2F%2Fallegro.pl%2Foferta%2Fkonsola-bezprzewodowa-hd-retro-gry-ps3000-emulator-10498869151%3Fbi_s%3Dads%26bi_m%3Dlisting%253Adesktop%253Acategory%26bi_c%3DOGE3ODRlMGUtYmZhYy00YTBjLWEwY2MtZjRiYmNhNWZjZjg1AA%26bi_t%3Dape&placement=listing:desktop:category&sig=7720246253c3ff966236dd6816bb21dd"
"85","Consoles","KONSOLA PRZENOŚNA RETRO GAMEBOY 333GIER SKŁADANA","49,00 zł z kurierem","65,00 zł","-24%","https://allegro.pl/oferta/konsola-przenosna-retro-gameboy-333gier-skladana-10459630617"
"86","Consoles","ELEKTRONICZNA GRA TETRIS + 9999 GRY KONSOLA","12,00 zł z kurierem","19,00 zł","-36%","https://allegro.pl/oferta/elektroniczna-gra-tetris-9999-gry-konsola-7630415026"
"87","Consoles","Podwójna stacja dokująca ładowarka do padów PS5","79,99 zł","99,99 zł","-20%","https://allegro.pl/oferta/podwojna-stacja-dokujaca-ladowarka-do-padow-ps5-10248693674"
"88","Consoles","PRZENOŚNA KONSOLA RX1 EKRAN 4,3"" 8 GB GAMEBOY","179,99 zł","299,00 zł","-39%","https://allegro.pl/oferta/przenosna-konsola-rx1-ekran-4-3-8-gb-gameboy-9458367233"
"89","Consoles","KONSOLA DO GIER PRZENOŚNA X6 GAME BOY RETRO BAJKI","179,90 zł z kurierem","189,90 zł","-5%","https://allegro.pl/oferta/konsola-do-gier-przenosna-x6-game-boy-retro-bajki-9820139822"
"90","Consoles","ŁADOWARKA POWER BANK BATERIA NINTENDO 10000mAh","179,90 zł","199,90 zł","-10%","https://allegro.pl/oferta/ladowarka-power-bank-bateria-nintendo-10000mah-8400061587"
"91","Consoles","VENOM BATERIA AKUMULATOR x2 PADÓW XBOX 360 + KABEL","69,90 zł","79,90 zł","-12%","https://allegro.pl/oferta/venom-bateria-akumulator-x2-padow-xbox-360-kabel-9132948118"
"92","Consoles","Nyko Wireless Clear Pad Pro Bezprzewodowy Switch","124,99 zł z kurierem","149,99 zł","-16%","https://allegro.pl/oferta/nyko-wireless-clear-pad-pro-bezprzewodowy-switch-8626866171"
"93","Consoles","PXP3 RETRO KONSOLA DO GIER WIDEO TV + GRATIS ETUI","99,97 zł","249,97 zł","-60%","https://allegro.pl/oferta/pxp3-retro-konsola-do-gier-wideo-tv-gratis-etui-9864546272"
"94","Consoles","Mini konsola przenośna Retro 168 gier - Czarna","99,00 zł z kurierem","139,00 zł","-28%","https://allegro.pl/oferta/mini-konsola-przenosna-retro-168-gier-czarna-7644809187"
"95","Consoles","KONSOLA PRZENOŚNA RX7 - 300 GIER PSP RETRO MP5","219,00 zł z kurierem","399,00 zł","-45%","https://allegro.pl/events/clicks?emission_unit_id=a2e6b438-b0b4-4365-ace6-84b8c74fa42b&emission_id=f9a978a1-092b-45d0-8708-507c9c900101&type=OFFER&ts=1616081353540&redirect=https%3A%2F%2Fallegro.pl%2Foferta%2Fkonsola-przenosna-rx7-300-gier-psp-retro-mp5-9433375609%3Fbi_s%3Dads%26bi_m%3Dlisting%253Adesktop%253Acategory%26bi_c%3DM2VjNTg4ZTEtNDgwMS00MzQ5LThlZDktZWMwM2ZiZGNiMGJmAA%26bi_t%3Dape&placement=listing:desktop:category&sig=4d84989832237a1c85ef99a8f23ce44b"
"96","Consoles","KONSOLA DO GRY TV PEGASUS RETRO 620 GIER","79,00 zł z kurierem","89,00 zł","-11%","https://allegro.pl/oferta/konsola-do-gry-tv-pegasus-retro-620-gier-9938269494"
"97","Consoles","RETRO PRZENOŚNA KONSOLA 360 GIER WIDEO TV + 2 PADY","129,97 zł","349,97 zł","-62%","https://allegro.pl/oferta/retro-przenosna-konsola-360-gier-wideo-tv-2-pady-9864451158"
"98","Consoles","PXP3 RETRO KONSOLA DO GIER WIDEO TV + GRATIS ETUI","99,97 zł","249,97 zł","-60%","https://allegro.pl/oferta/pxp3-retro-konsola-do-gier-wideo-tv-gratis-etui-9864549322"
"99","Consoles","620 AV GRA TELEWIZYJNA KONSOLA PEGASUS RETRO","79,00 zł z kurierem","89,00 zł","-11%","https://allegro.pl/oferta/620-av-gra-telewizyjna-konsola-pegasus-retro-9938269539"
"100","Consoles","KONSOLA PRZENOŚNA Mini EKRAN 2.5 RETRO 152 GIER","89,00 zł z kurierem","189,00 zł","-52%","https://allegro.pl/oferta/konsola-przenosna-mini-ekran-2-5-retro-152-gier-7925984124"
"101","TV and video","MOCNY UCHWYT TV WIESZAK DO TELEWIZORA 32-65 CALI","45,00 zł","159,00 zł","-71%","https://allegro.pl/oferta/mocny-uchwyt-tv-wieszak-do-telewizora-32-65-cali-7818799072"
"102","TV and video","MOCNY OBROTOWY UCHWYT TV WIESZAK TELEWIZORA 23-65","79,00 zł z kurierem","199,00 zł","-60%","https://allegro.pl/oferta/mocny-obrotowy-uchwyt-tv-wieszak-telewizora-23-65-10411083442"
"103","TV and video","GenBOX H96 MAX 4/64GB ANDROID 10 SMART TV BOX KODI","199,99 zł z kurierem","289,99 zł","-31%","https://allegro.pl/oferta/genbox-h96-max-4-64gb-android-10-smart-tv-box-kodi-9615662511"
"104","TV and video","Kamera obrotowa IP WIFI zewnętrzna FULL HD 4X ZOOM","199,99 zł z kurierem","499,00 zł","-59%","https://allegro.pl/oferta/kamera-obrotowa-ip-wifi-zewnetrzna-full-hd-4x-zoom-8534636762"
"105","TV and video","Zestaw do monitoringu WiFi 4 kamery 2Mpx Full HD","799,99 zł","1399,99 zł","-42%","https://allegro.pl/oferta/zestaw-do-monitoringu-wifi-4-kamery-2mpx-full-hd-9681626243"
"106","TV and video","MOCNY UCHWYT ŚCIENNY TV DO TELEWIZORÓW 23-55 CALI","45,00 zł","89,99 zł","-49%","https://allegro.pl/oferta/mocny-uchwyt-scienny-tv-do-telewizorow-23-55-cali-7748457463"
"107","TV and video","ZEWNĘTRZNA KAMERA IP BEZPRZEWODOWA WIFI MONITORING","219,99 zł z kurierem","416,65 zł","-47%","https://allegro.pl/oferta/zewnetrzna-kamera-ip-bezprzewodowa-wifi-monitoring-8466068730"
"108","TV and video","ZEWNĘTRZNA KAMERA OBROTOWA IP WiFI 5Mpx 2592x1944p","349,99 zł z kurierem","499,99 zł","-30%","https://allegro.pl/oferta/zewnetrzna-kamera-obrotowa-ip-wifi-5mpx-2592x1944p-10144496292"
"109","TV and video","MOCNY UCHWYT TV ŚCIENNY DO TELEWIZORA 32 - 75 CALI","43,99 zł","299,00 zł","-85%","https://allegro.pl/events/clicks?emission_unit_id=0960627b-efbc-4c18-8b3a-4ee2d523c6cd&emission_id=66c4022e-b47e-4d48-b134-0cee87509db1&type=OFFER&ts=1616081351408&redirect=https%3A%2F%2Fallegro.pl%2Foferta%2Fmocny-uchwyt-tv-scienny-do-telewizora-32-75-cali-9038863364%3Fbi_s%3Dads%26bi_m%3Dlisting%253Adesktop%253Acategory%26bi_c%3DNzU3ODBiZjQtZDA4Zi00YTBkLThiZDktOTAzMTZjY2ExY2JjAA%26bi_t%3Dape&placement=listing:desktop:category&sig=3e809ace5d20ecf64359df430c1926de"
"110","TV and video","MOCNY UCHWYT TV WIESZAK DO TELEWIZORA 23-55 CALI","27,99 zł","99,00 zł","-71%","https://allegro.pl/oferta/mocny-uchwyt-tv-wieszak-do-telewizora-23-55-cali-7818906513"
"111","TV and video","ZEWNĘTRZNA KAMERA OBROTOWA IP WiFI 2Mpx 1920x1080p","189,99 zł z kurierem","349,99 zł","-45%","https://allegro.pl/oferta/zewnetrzna-kamera-obrotowa-ip-wifi-2mpx-1920x1080p-10144352714"
"112","TV and video","DEKODER TUNER TV NAZIEMNEJ HD DVB-T DVB-T2 / WiFi","109,99 zł","229,99 zł","-52%","https://allegro.pl/oferta/dekoder-tuner-tv-naziemnej-hd-dvb-t-dvb-t2-wifi-7866651469"
"113","TV and video","UCHWYT TV WIESZAK DO TELEWIZORA 23 - 55 40kg MOCNY","29,00 zł z kurierem","60,00 zł","-51%","https://allegro.pl/oferta/uchwyt-tv-wieszak-do-telewizora-23-55-40kg-mocny-7952563558"
"114","TV and video","MOCNY UCHWYT TV ŚCIENNY DO TELEWIZORA 32-75 CALI","117,99 zł","349,00 zł","-66%","https://allegro.pl/oferta/mocny-uchwyt-tv-scienny-do-telewizora-32-75-cali-7809246109"
"115","TV and video","Kamera Zewnętrzna Obrotowa 3MPx IP WIFI ZOOM 5X","199,99 zł z kurierem","449,00 zł","-55%","https://allegro.pl/oferta/kamera-zewnetrzna-obrotowa-3mpx-ip-wifi-zoom-5x-10188524862"
"116","TV and video","RZUTNIK PROJEKTOR LED FULL HD 4K ANDROID 300""","1 399,00 zł z kurierem","1999,00 zł","-30%","https://allegro.pl/oferta/rzutnik-projektor-led-full-hd-4k-android-300-9485740608"
"117","TV and video","Zewnętrzna Obrotowa Kamera 5MPX IP WiFi śledzenie","479,99 zł z kurierem","998,00 zł","-51%","https://allegro.pl/oferta/zewnetrzna-obrotowa-kamera-5mpx-ip-wifi-sledzenie-9555050551"
"118","TV and video","PROJEKTOR RZUTNIK LCD FULL HD 2500LM GŁOŚNIK 140''","339,99 zł","699,99 zł","-51%","https://allegro.pl/oferta/projektor-rzutnik-lcd-full-hd-2500lm-glosnik-140-9833706825"
"119","TV and video","ZEWNĘTRZNA kamera IP WIFI 2Mpx 4X ZOOM ZAPIS SD 64","149,00 zł z kurierem","299,00 zł","-50%","https://allegro.pl/oferta/zewnetrzna-kamera-ip-wifi-2mpx-4x-zoom-zapis-sd-64-8316092882"
"120","TV and video","UCHWYT WIESZAK TELEWIZORA SAMSUNG LG SONY 30- 65''","79,18 zł z kurierem","199,00 zł","-60%","https://allegro.pl/events/clicks?emission_unit_id=0df1e2bf-2214-480d-9a72-28dda46c3375&emission_id=66c4022e-b47e-4d48-b134-0cee87509db1&type=OFFER&ts=1616081351408&redirect=https%3A%2F%2Fallegro.pl%2Foferta%2Fuchwyt-wieszak-telewizora-samsung-lg-sony-30-65-9157800470%3Fbi_s%3Dads%26bi_m%3Dlisting%253Adesktop%253Acategory%26bi_c%3DYTE3NDkzM2EtZmNmMy00NzQ4LTlkZGItY2E4MjNhZjNmYWFjAA%26bi_t%3Dape&placement=listing:desktop:category&sig=31a1b17df334bfec83377557eecfb809"
"121","TV and video","KAMERA ZEWNĘTRZNA MONITORING HD WiFi IP ZOOM ALARM","235,00 zł z kurierem","499,00 zł","-52%","https://allegro.pl/oferta/kamera-zewnetrzna-monitoring-hd-wifi-ip-zoom-alarm-9081420267"
"122","TV and video","TELEWIZOR LED 55 cali 4K UHD SMART ANDROID 9 400Hz","1 590,00 zł","1748,00 zł","-9%","https://allegro.pl/oferta/telewizor-led-55-cali-4k-uhd-smart-android-9-400hz-10118753298"
"123","TV and video","Regulowany Uniwersalny UCHWYT WIESZAK TELEWIZORA","40,55 zł z kurierem","129,90 zł","-68%","https://allegro.pl/oferta/regulowany-uniwersalny-uchwyt-wieszak-telewizora-9571033413"
"124","TV and video","MOCNY UCHWYT TV ŚCIENNY DO TELEWIZORÓW 37-75 CALI","95,99 zł","229,00 zł","-58%","https://allegro.pl/oferta/mocny-uchwyt-tv-scienny-do-telewizorow-37-75-cali-8499378682"
"125","TV and video","KAMERA ZEWNĘTRZNA ŚLEDZENIE FHD WiFi IP ZOOM ALARM","242,00 zł z kurierem","510,00 zł","-52%","https://allegro.pl/oferta/kamera-zewnetrzna-sledzenie-fhd-wifi-ip-zoom-alarm-9754290746"
"126","TV and video","KAMERA MONITORINGU IP BEZPRZEWODOWA WIFI DVS 4Mpx","199,99 zł z kurierem","399,99 zł","-50%","https://allegro.pl/oferta/kamera-monitoringu-ip-bezprzewodowa-wifi-dvs-4mpx-9553370392"
"127","TV and video","ANDROID + SMART TV BOX +DEKODER MULITMEDIALNY + 4K","129,97 zł","289,99 zł","-55%","https://allegro.pl/oferta/android-smart-tv-box-dekoder-mulitmedialny-4k-9530875215"
"128","TV and video","ATRAPA KAMERY PRZEMYSŁOWEJ KAMERA KOPUŁKA DIODA","7,99 zł z kurierem","49,00 zł","-83%","https://allegro.pl/oferta/atrapa-kamery-przemyslowej-kamera-kopulka-dioda-9348486112"
"129","TV and video","TELEWIZOR led 50 SAMSUNG UE50TU8502U UHD Smart TV","1 949,00 zł","2099,00 zł","-7%","https://allegro.pl/oferta/telewizor-led-50-samsung-ue50tu8502u-uhd-smart-tv-9198103080"
"130","TV and video","TAŚMA LED RGB USB PILOT PODŚWIETLENIE TV LUSTRA","40,00 zł z kurierem","99,00 zł","-59%","https://allegro.pl/oferta/tasma-led-rgb-usb-pilot-podswietlenie-tv-lustra-8920697873"
"131","TV and video","MOCNY OBROTOWY UCHWYT TV WIESZAK TELEWIZORA 26-55","40,00 zł z kurierem","119,00 zł","-66%","https://allegro.pl/events/clicks?emission_unit_id=91255fee-5707-4212-8d8c-c462f3f5020e&emission_id=66c4022e-b47e-4d48-b134-0cee87509db1&type=OFFER&ts=1616081351408&redirect=https%3A%2F%2Fallegro.pl%2Foferta%2Fmocny-obrotowy-uchwyt-tv-wieszak-telewizora-26-55-10464297855%3Fbi_s%3Dads%26bi_m%3Dlisting%253Adesktop%253Acategory%26bi_c%3DMTcxMTIxM2YtNWRmMy00ZmNjLTg5YWQtYmJlODQwNjJjZjRmAA%26bi_t%3Dape&placement=listing:desktop:category&sig=416f7e124cc3fed92a228b0decb9fbb7"
"132","TV and video","MONITORING 8 MPX 4 KAMERY ZEWNĘTRZNE PODGLĄD P2P","1 199,88 zł z kurierem","2000,00 zł","-40%","https://allegro.pl/oferta/monitoring-8-mpx-4-kamery-zewnetrzne-podglad-p2p-8631716752"
"133","TV and video","KAMERA IP BEZPRZEWODOWA WIFI ZEWNĘTRZNA MONITORING","249,99 zł z kurierem","599,00 zł","-58%","https://allegro.pl/oferta/kamera-ip-bezprzewodowa-wifi-zewnetrzna-monitoring-9379305481"
"134","TV and video","ZESTAW DO MONITORINGU WI-FI 4 KAMERY 2Mpx FULL HD","849,00 zł","1399,00 zł","-39%","https://allegro.pl/oferta/zestaw-do-monitoringu-wi-fi-4-kamery-2mpx-full-hd-7811651786"
"135","TV and video","Obrotowy UCHWYT do telewizora wieszak TV LCD 32-60","84,90 zł z kurierem","189,00 zł","-55%","https://allegro.pl/oferta/obrotowy-uchwyt-do-telewizora-wieszak-tv-lcd-32-60-8148095208"
"136","TV and video","MOCNY UCHWYT ŚCIENNY TV DO TELEWIZORÓW 26-60 CALI","55,99 zł","139,99 zł","-60%","https://allegro.pl/oferta/mocny-uchwyt-scienny-tv-do-telewizorow-26-60-cali-8944666100"
"137","TV and video","TUNER NAZIEMNY HD DVB-T DVB-T2 ANTENA POKOJOWA","119,99 zł z kurierem","209,00 zł","-42%","https://allegro.pl/oferta/tuner-naziemny-hd-dvb-t-dvb-t2-antena-pokojowa-9540919704"
"138","TV and video","TELEWIZOR LED 40 THOMSON 40FE5606 Full HD Smart TV","1 129,00 zł","1299,00 zł","-13%","https://allegro.pl/oferta/telewizor-led-40-thomson-40fe5606-full-hd-smart-tv-8523072824"
"139","TV and video","DVB-T TUNER HD-102Mini DEKODER HD MUX8","45,00 zł","65,00 zł","-30%","https://allegro.pl/oferta/dvb-t-tuner-hd-102mini-dekoder-hd-mux8-8519111937"
"140","TV and video","Telewizor 42 CHiQ L42G6F Android SMART TV HDR10","1 279,00 zł z kurierem","1319,00 zł","-3%","https://allegro.pl/oferta/telewizor-42-chiq-l42g6f-android-smart-tv-hdr10-10053830957"
"141","TV and video","RUCHOMA ATRAPA KAMERY KAMERA Z SENSOREM RUCHU LED","29,99 zł z kurierem","122,00 zł","-75%","https://allegro.pl/oferta/ruchoma-atrapa-kamery-kamera-z-sensorem-ruchu-led-9348486933"
"142","TV and video","ZESTAW DO MONITORINGU 4 KAMERY FULL HD ZEWNĘTRZNE","599,00 zł","999,00 zł","-40%","https://allegro.pl/events/clicks?emission_unit_id=07fd8254-0285-45f1-941d-76bdbc398f57&emission_id=66c4022e-b47e-4d48-b134-0cee87509db1&type=OFFER&ts=1616081351408&redirect=https%3A%2F%2Fallegro.pl%2Foferta%2Fzestaw-do-monitoringu-4-kamery-full-hd-zewnetrzne-8009173839%3Fbi_s%3Dads%26bi_m%3Dlisting%253Adesktop%253Acategory%26bi_c%3DYWZmZjVmYzMtZmQ0NC00ZGRhLTliNzMtODMzZTExNDcwNDQxAA%26bi_t%3Dape&placement=listing:desktop:category&sig=c97761d0373839b1b63bdbd3c1e95d57"
"143","TV and video","ZESTAW MONITORINGU P2P 4 KAMERY 5 MPX 2K KOMPLETNY","849,88 zł z kurierem","1400,00 zł","-39%","https://allegro.pl/oferta/zestaw-monitoringu-p2p-4-kamery-5-mpx-2k-kompletny-8653904860"
"144","TV and video","UCHWYT DO TELEWIZORA REGULOWANY UCHYLNY VESA 32-65","45,00 zł z kurierem","99,00 zł","-54%","https://allegro.pl/oferta/uchwyt-do-telewizora-regulowany-uchylny-vesa-32-65-10174369252"
"145","TV and video","_Uniwersalny UCHWYT Wieszak Telewizora REGULOWANY","40,00 zł z kurierem","149,00 zł","-73%","https://allegro.pl/oferta/uniwersalny-uchwyt-wieszak-telewizora-regulowany-9919884748"
"146","TV and video","Antena siatkowa DVB-T TV MUX8 VHF Wzmacniacz 130km","59,90 zł z kurierem","99,90 zł","-40%","https://allegro.pl/oferta/antena-siatkowa-dvb-t-tv-mux8-vhf-wzmacniacz-130km-8024630321"
"147","TV and video","Bezprzewodowa kamera obrotowa IP WiFI 3Mpx","299,98 zł z kurierem","599,99 zł","-50%","https://allegro.pl/oferta/bezprzewodowa-kamera-obrotowa-ip-wifi-3mpx-9774195518"
"148","TV and video","RZUTNIK PROJEKTOR OVERMAX MULTIPIC 2.3 LED HD WIFI","369,99 zł z kurierem","499,00 zł","-25%","https://allegro.pl/oferta/rzutnik-projektor-overmax-multipic-2-3-led-hd-wifi-6120313413"
"149","TV and video","DEKODER DVB-T2 NAZIEMNA TELEWIZJA Z YOUTUBE I WIFI","129,97 zł","249,99 zł","-48%","https://allegro.pl/oferta/dekoder-dvb-t2-naziemna-telewizja-z-youtube-i-wifi-9724981521"
"150","TV and video","MOCNY OBROTOWY UCHWYT TV WIESZAK TELEWIZORA 26-55","40,00 zł z kurierem","119,00 zł","-66%","https://allegro.pl/oferta/mocny-obrotowy-uchwyt-tv-wieszak-telewizora-26-55-10464297855"
"151","TV and video","MONITORING DOMU ZEWNĘTRZNA KAMERA IP HIKVISION POE","289,00 zł z kurierem","445,26 zł","-35%","https://allegro.pl/oferta/monitoring-domu-zewnetrzna-kamera-ip-hikvision-poe-7028812452"
"152","TV and video","MOCNY UCHWYT TV ŚCIENNY DO TELEWIZORA 32 - 75 CALI","43,99 zł","299,00 zł","-85%","https://allegro.pl/oferta/mocny-uchwyt-tv-scienny-do-telewizora-32-75-cali-9038863364"
"153","TV and video","Obrotowy UCHWYT do telewizora wieszak TV LCD 32-60","84,90 zł z kurierem","189,00 zł","-55%","https://allegro.pl/events/clicks?emission_unit_id=825e6dd3-51f4-4362-9649-9b3ec476e61d&emission_id=66c4022e-b47e-4d48-b134-0cee87509db1&type=OFFER&ts=1616081351408&redirect=https%3A%2F%2Fallegro.pl%2Foferta%2Fobrotowy-uchwyt-do-telewizora-wieszak-tv-lcd-32-60-8148095208%3Fbi_s%3Dads%26bi_m%3Dlisting%253Adesktop%253Acategory%26bi_c%3DOTY3NDJmYTEtY2ZiOC00ZmU3LThiZDItYzAxNzRmZmZlZmIxAA%26bi_t%3Dape&placement=listing:desktop:category&sig=65c26650e1e4debfd108b40570def707"
"154","TV and video","techBite FLIX SMART BOX TV 4K Android TV + gamepad","219,00 zł","299,00 zł","-26%","https://allegro.pl/oferta/techbite-flix-smart-box-tv-4k-android-tv-gamepad-7746548455"
"155","TV and video","Obrotowa kamera zewnętrzna IP WIFI ZOOM 4X FULL HD","229,99 zł z kurierem","499,00 zł","-53%","https://allegro.pl/oferta/obrotowa-kamera-zewnetrzna-ip-wifi-zoom-4x-full-hd-8334123373"
"156","TV and video","DEKODER TUNER TV NAZIEMNEJ HD DVB-T DVB-T2 / WiFi","106,99 zł z kurierem","249,99 zł","-57%","https://allegro.pl/oferta/dekoder-tuner-tv-naziemnej-hd-dvb-t-dvb-t2-wifi-9857175427"
"157","TV and video","BEZPRZEWODOWY ADAPTER WIFI HDMI MIRRORSCREEN 2w1","89,99 zł","149,99 zł","-40%","https://allegro.pl/oferta/bezprzewodowy-adapter-wifi-hdmi-mirrorscreen-2w1-8929002360"
"158","TV and video","Telewizor 32 CHiQ L32H7A Smart TV Android TV HDR10","929,00 zł z kurierem","999,00 zł","-7%","https://allegro.pl/oferta/telewizor-32-chiq-l32h7a-smart-tv-android-tv-hdr10-9783380847"
