"id","category","name","price","salePrice","sale","url"
"159","TV and video","RZUTNIK PROJEKTOR LED FULL HD 4K ANDROID WIFI BT","839,00 zł z kurierem","1099,00 zł","-23%","https://allegro.pl/oferta/rzutnik-projektor-led-full-hd-4k-android-wifi-bt-10216381657"
"160","TV and video","KAMERA HD WiFi IP MONITORING NIANIA ELEKTRONICZNA","99,00 zł z kurierem","158,00 zł","-37%","https://allegro.pl/oferta/kamera-hd-wifi-ip-monitoring-niania-elektroniczna-7197240302"
"161","TV and video","RZUTNIK PROJEKTOR FULL HD WIFI LED 1920x1080 130''","349,99 zł","599,99 zł","-41%","https://allegro.pl/oferta/rzutnik-projektor-full-hd-wifi-led-1920x1080-130-9729085045"
"162","TV and video","Uchwyt do telewizora BLOW wieszak obrotowy 10-27''","24,90 zł","49,99 zł","-50%","https://allegro.pl/oferta/uchwyt-do-telewizora-blow-wieszak-obrotowy-10-27-10486798678"
"163","TV and video","UCHWYT WIESZAK Uchylny TV TELEWIZORA 23-55 SLIM","28,72 zł z kurierem","69,00 zł","-58%","https://allegro.pl/oferta/uchwyt-wieszak-uchylny-tv-telewizora-23-55-slim-6748875613"
"164","TV and video","MONITORING DOMU ZEWNĘTRZNA KAMERA IP HIKVISION POE","289,00 zł z kurierem","445,26 zł","-35%","https://allegro.pl/events/clicks?emission_unit_id=d11f9695-0d60-4104-8847-f16db3009a63&emission_id=66c4022e-b47e-4d48-b134-0cee87509db1&type=OFFER&ts=1616081351408&redirect=https%3A%2F%2Fallegro.pl%2Foferta%2Fmonitoring-domu-zewnetrzna-kamera-ip-hikvision-poe-7028812452%3Fbi_s%3Dads%26bi_m%3Dlisting%253Adesktop%253Acategory%26bi_c%3DNzc4MjQ2ZTUtY2M3Ni00NTNiLTlmMDItN2M5NzNhMjRmYTljAA%26bi_t%3Dape&placement=listing:desktop:category&sig=df78f172fc9795a580087f60106207e7"
"165","TV and video","Monitoring WIFI, 8 kamer, Rejestrator, 2MPX, FHD","1 099,00 zł z kurierem","5000,00 zł","-78%","https://allegro.pl/events/clicks?emission_unit_id=905297b8-0896-423a-be5b-7ac133edb299&emission_id=66c4022e-b47e-4d48-b134-0cee87509db1&type=OFFER&ts=1616081351408&redirect=https%3A%2F%2Fallegro.pl%2Foferta%2Fmonitoring-wifi-8-kamer-rejestrator-2mpx-fhd-8363499774%3Fbi_s%3Dads%26bi_m%3Dlisting%253Adesktop%253Acategory%26bi_c%3DODliNmI1MDgtODgzNS00ZTZjLWI0MjMtZTY2MDIxZTMyMjQwAA%26bi_t%3Dape&placement=listing:desktop:category&sig=5e920963835d98458ef217c8ba80b62d"
"166","TV and video","ZESTAW DO MONITORINGU 4 KAMERY FULL HD ZEWNĘTRZNE","599,00 zł","999,00 zł","-40%","https://allegro.pl/oferta/zestaw-do-monitoringu-4-kamery-full-hd-zewnetrzne-8009173839"
"167","TV and video","Regulowany Uniwersalny UCHWYT WIESZAK TELEWIZORA","44,10 zł z kurierem","199,00 zł","-77%","https://allegro.pl/oferta/regulowany-uniwersalny-uchwyt-wieszak-telewizora-9567767462"
"168","TV and video","Zewnętrzna kamera IP WiFi 4X ZOOM bezprzewodowa+++","169,00 zł z kurierem","338,00 zł","-50%","https://allegro.pl/oferta/zewnetrzna-kamera-ip-wifi-4x-zoom-bezprzewodowa-8961606627"
"169","TV and video","MOCNY UCHWYT TV WIESZAK DO TELEWIZORA 26-55 CALI","21,99 zł","99,99 zł","-78%","https://allegro.pl/oferta/mocny-uchwyt-tv-wieszak-do-telewizora-26-55-cali-7709605139"
"170","TV and video","techBite FLIX SMART BOX TV 4K REAL Android TV 9.0","179,00 zł","249,00 zł","-28%","https://allegro.pl/oferta/techbite-flix-smart-box-tv-4k-real-android-tv-9-0-9098649782"
"171","TV and video","MOCNY UCHWYT TV ŚCIENNY DO TELEWIZORA 26-60 CALI","75,99 zł","199,99 zł","-62%","https://allegro.pl/oferta/mocny-uchwyt-tv-scienny-do-telewizora-26-60-cali-7809199871"
"172","TV and video","Obrotowy uchwyt do telewizora TV LCD LED 32-55","79,00 zł z kurierem","99,00 zł","-20%","https://allegro.pl/oferta/obrotowy-uchwyt-do-telewizora-tv-lcd-led-32-55-7887997332"
"173","TV and video","DVD przenośne 9 cali, USB pilot, OBROTOWY EKRAN","159,00 zł z kurierem","229,00 zł","-30%","https://allegro.pl/oferta/dvd-przenosne-9-cali-usb-pilot-obrotowy-ekran-7676173186"
"174","TV and video","MOCNY UCHWYT TV ŚCIENNY DO TELEWIZORA 32 - 75 CALI","43,99 zł","299,00 zł","-85%","https://allegro.pl/events/clicks?emission_unit_id=a4ede18e-327a-4d1f-b6e4-e108610db70c&emission_id=d01ad00a-fac4-46d5-8fff-e4af14614dcb&type=OFFER&ts=1616081352361&redirect=https%3A%2F%2Fallegro.pl%2Foferta%2Fmocny-uchwyt-tv-scienny-do-telewizora-32-75-cali-9038863364%3Fbi_s%3Dads%26bi_m%3Dlisting%253Adesktop%253Acategory%26bi_c%3DNzU3ODBiZjQtZDA4Zi00YTBkLThiZDktOTAzMTZjY2ExY2JjAA%26bi_t%3Dape&placement=listing:desktop:category&sig=47c502c9f1c34ed02ca81f9c07b63ff3"
"175","TV and video","MOCNA KAMERA IP HIKVISION 8mpx DS-2CD2T83G0-I8 ROI","980,00 zł z kurierem","1537,50 zł","-36%","https://allegro.pl/oferta/mocna-kamera-ip-hikvision-8mpx-ds-2cd2t83g0-i8-roi-8084095557"
"176","TV and video","Bezprzewodowa kamera IP WiFi zewnętrzna obrotowa","259,99 zł z kurierem","658,00 zł","-60%","https://allegro.pl/oferta/bezprzewodowa-kamera-ip-wifi-zewnetrzna-obrotowa-8961514145"
"177","TV and video","KAMERA WIFI 4MPX CZARNA BEZPRZEWODOWA IR 30M IP66","199,99 zł z kurierem","319,99 zł","-37%","https://allegro.pl/oferta/kamera-wifi-4mpx-czarna-bezprzewodowa-ir-30m-ip66-10132690074"
"178","TV and video","Kamera IP WIFI zewnętrzna obrotowa zapis SD 128 GB","239,99 zł z kurierem","499,00 zł","-51%","https://allegro.pl/oferta/kamera-ip-wifi-zewnetrzna-obrotowa-zapis-sd-128-gb-7517404632"
"179","TV and video","MOCNY UCHWYT TV ŚCIENNY DO TELEWIZORA 23-55 CALI","29,99 zł","80,00 zł","-62%","https://allegro.pl/oferta/mocny-uchwyt-tv-scienny-do-telewizora-23-55-cali-7819139533"
"180","TV and video","WEWNĘTRZNA KAMERA WIFI 2MPx CZUJKA RUCHU C1C PIR","149,00 zł","199,00 zł","-25%","https://allegro.pl/oferta/wewnetrzna-kamera-wifi-2mpx-czujka-ruchu-c1c-pir-9747652749"
"181","TV and video","Kamera Zewnętrzna WIFI 2,8-12 mm zoom optyczny","249,00 zł z kurierem","399,00 zł","-37%","https://allegro.pl/oferta/kamera-zewnetrzna-wifi-2-8-12-mm-zoom-optyczny-9779698102"
"182","TV and video","Kamera Zewnętrzna IP WIFI ZOOM FULL HD OBROTOWA","159,88 zł","170,00 zł","-5%","https://allegro.pl/oferta/kamera-zewnetrzna-ip-wifi-zoom-full-hd-obrotowa-10027732366"
"183","TV and video","ANTENA ZEWNĘTRZNA 360 DVB-T TV MUX8 LTE AV-9003S","199,00 zł z kurierem","269,00 zł","-26%","https://allegro.pl/oferta/antena-zewnetrzna-360-dvb-t-tv-mux8-lte-av-9003s-7054564170"
"184","TV and video","_Uniwersalny UCHWYT Wieszak TELEWIZORA - Obrotowy","69,99 zł z kurierem","199,00 zł","-64%","https://allegro.pl/oferta/uniwersalny-uchwyt-wieszak-telewizora-obrotowy-10475028440"
"185","TV and video","UCHWYT WIESZAK TELEWIZORA SAMSUNG LG SONY 30- 65''","79,18 zł z kurierem","199,00 zł","-60%","https://allegro.pl/events/clicks?emission_unit_id=99e761b0-fc8e-4784-8599-0d94a372aa7a&emission_id=d01ad00a-fac4-46d5-8fff-e4af14614dcb&type=OFFER&ts=1616081352361&redirect=https%3A%2F%2Fallegro.pl%2Foferta%2Fuchwyt-wieszak-telewizora-samsung-lg-sony-30-65-9157800470%3Fbi_s%3Dads%26bi_m%3Dlisting%253Adesktop%253Acategory%26bi_c%3DYTE3NDkzM2EtZmNmMy00NzQ4LTlkZGItY2E4MjNhZjNmYWFjAA%26bi_t%3Dape&placement=listing:desktop:category&sig=a957f53d0f3ad6682b05824acb273e6b"
"186","TV and video","DVD samochodowe 7 cali, USB pilot, OBROTOWY EKRAN","119,99 zł z kurierem","199,00 zł","-39%","https://allegro.pl/oferta/dvd-samochodowe-7-cali-usb-pilot-obrotowy-ekran-7638242377"
"187","TV and video","MOCNY UCHWYT TV WIESZAK DO TELEWIZORA 32-65 CALI","97,79 zł","189,99 zł","-48%","https://allegro.pl/oferta/mocny-uchwyt-tv-wieszak-do-telewizora-32-65-cali-7958201749"
"188","TV and video","MINI PROJEKTOR 4K DLP H96-P 2/16 LED 4K Android","1 199,00 zł","2199,00 zł","-45%","https://allegro.pl/oferta/mini-projektor-4k-dlp-h96-p-2-16-led-4k-android-8866231276"
"189","TV and video","BEZPRZEWODOWA KAMERA ZEWNĘTRZNA IP WIFI OBROTOWA","229,99 zł","349,99 zł","-34%","https://allegro.pl/oferta/bezprzewodowa-kamera-zewnetrzna-ip-wifi-obrotowa-9240631317"
"190","TV and video","Obrotowa Zewnętrzna Kamera 5Mpx WiFi 5X ZOOM ALARM","899,00 zł z kurierem","1399,00 zł","-35%","https://allegro.pl/oferta/obrotowa-zewnetrzna-kamera-5mpx-wifi-5x-zoom-alarm-9555065595"
"191","TV and video","Kamera Zewnętrzna WIFI zoom OPTYCZNY ! nie cyfrowy","299,00 zł z kurierem","499,00 zł","-40%","https://allegro.pl/oferta/kamera-zewnetrzna-wifi-zoom-optyczny-nie-cyfrowy-10465224613"
"192","TV and video","BEZPRZEWODOWA KAMERA ZEWNĘTRZNA WIFI DIGICAM","269,99 zł","399,99 zł","-32%","https://allegro.pl/oferta/bezprzewodowa-kamera-zewnetrzna-wifi-digicam-8929075971"
"193","TV and video","Obrotowa kamera zewnętrzna IP WIFI ZOOM 4X FULL HD","310,00 zł","510,00 zł","-39%","https://allegro.pl/oferta/obrotowa-kamera-zewnetrzna-ip-wifi-zoom-4x-full-hd-9953523552"
"194","TV and video","KOPUŁKOWA BEZPRZEWODOWA KAMERA ZEWNĘTRZNA IP WiFi","189,99 zł","399,99 zł","-52%","https://allegro.pl/oferta/kopulkowa-bezprzewodowa-kamera-zewnetrzna-ip-wifi-9274206644"
"195","TV and video","SMART TV 55 HANSEATIC 55H600UDS 4K HDR10 S2T2 A+","1 489,90 zł z kurierem","1799,90 zł","-17%","https://allegro.pl/oferta/smart-tv-55-hanseatic-55h600uds-4k-hdr10-s2t2-a-10204368953"
"196","TV and video","MOCNY OBROTOWY UCHWYT TV WIESZAK TELEWIZORA 26-55","40,00 zł z kurierem","119,00 zł","-66%","https://allegro.pl/events/clicks?emission_unit_id=c06715bf-a90f-43b6-b4dd-822e9c0989bc&emission_id=d01ad00a-fac4-46d5-8fff-e4af14614dcb&type=OFFER&ts=1616081352361&redirect=https%3A%2F%2Fallegro.pl%2Foferta%2Fmocny-obrotowy-uchwyt-tv-wieszak-telewizora-26-55-10464297855%3Fbi_s%3Dads%26bi_m%3Dlisting%253Adesktop%253Acategory%26bi_c%3DMTcxMTIxM2YtNWRmMy00ZmNjLTg5YWQtYmJlODQwNjJjZjRmAA%26bi_t%3Dape&placement=listing:desktop:category&sig=383c303aee61e32a41b1d8331744e1e9"
"197","TV and video","Projektor LED FullHD Wi-Fi V-LED50 Kruger&Matz","599,00 zł z kurierem","799,00 zł","-25%","https://allegro.pl/oferta/projektor-led-fullhd-wi-fi-v-led50-kruger-matz-9687384132"
"198","TV and video","UCHWYT DO TELEWIZORA REGULOWANY UCHYLNY VESA 23-55","40,00 zł z kurierem","99,00 zł","-59%","https://allegro.pl/oferta/uchwyt-do-telewizora-regulowany-uchylny-vesa-23-55-10463846961"
"199","TV and video","Mobilny STOJAK TV Stand do telewizora LCD 32-65' B","339,00 zł z kurierem","899,00 zł","-62%","https://allegro.pl/oferta/mobilny-stojak-tv-stand-do-telewizora-lcd-32-65-b-7099162338"
"200","TV and video","TV BOX MXQ PRO 1/8GB S905W SMART 4K KODI ANDROID","139,00 zł z kurierem","299,00 zł","-53%","https://allegro.pl/oferta/tv-box-mxq-pro-1-8gb-s905w-smart-4k-kodi-android-10090452707"
"201","Smartphones","Apple iPhone 8 / 64 GB / GRATISY / GWARANCJA","868,99 zł z kurierem","2797,99 zł","-68%","https://allegro.pl/oferta/apple-iphone-8-64-gb-gratisy-gwarancja-8589054234"
"202","Smartphones","Smartfon Xiaomi POCO X3 6 / 128 GB szary","899,00 zł","999,00 zł","-10%","https://allegro.pl/oferta/smartfon-xiaomi-poco-x3-6-128-gb-szary-10131593664"
"203","Smartphones","Apple iPhone X / ORYGINAŁ / GWARANCJA","1 538,99 zł z kurierem","3299,00 zł","-53%","https://allegro.pl/oferta/apple-iphone-x-oryginal-gwarancja-8903955225"
"204","Smartphones","SAMSUNG Note 10+ / 256GB / GWARANCJA / SKLEP","2 398,99 zł z kurierem","4299,00 zł","-44%","https://allegro.pl/oferta/samsung-note-10-256gb-gwarancja-sklep-9816069478"
"205","Smartphones","ORYGINALNY SAMSUNG GALAXY S7 EDGE +ZESTAW","818,00 zł","1300,00 zł","-37%","https://allegro.pl/oferta/oryginalny-samsung-galaxy-s7-edge-zestaw-9731222165"
"206","Smartphones","Oryginalny Huawei P30 Pro - Dual Sim","1 777,00 zł","2222,00 zł","-20%","https://allegro.pl/oferta/oryginalny-huawei-p30-pro-dual-sim-9974958033"
"207","Smartphones","Apple iPhone 7","608,99 zł z kurierem","1399,00 zł","-56%","https://allegro.pl/oferta/apple-iphone-7-7915785964"
"208","Smartphones","Smartfon Xiaomi POCO X3 6/128 GB niebieski","899,00 zł","999,99 zł","-10%","https://allegro.pl/oferta/smartfon-xiaomi-poco-x3-6-128-gb-niebieski-10053805898"
"209","Smartphones","Apple iPhone X 64GB Oryginalne pudełko zafoliowany","2 099,00 zł","2399,00 zł","-12%","https://allegro.pl/events/clicks?emission_unit_id=2ca61da2-c24c-4679-bea0-4f1fdd4692a0&emission_id=090c0961-dd58-4e98-a3a4-0e98f095d865&type=OFFER&ts=1616081349227&redirect=https%3A%2F%2Fallegro.pl%2Foferta%2Fapple-iphone-x-64gb-oryginalne-pudelko-zafoliowany-8913326342%3Fbi_s%3Dads%26bi_m%3Dlisting%253Adesktop%253Acategory%26bi_c%3DZTAyZjY2NTMtN2EwNy00NmZkLTlmZWEtODk4OWY5NzRkYzRjAA%26bi_t%3Dape&placement=listing:desktop:category&sig=4c8b8529336602743edc4ecf2e272935"
"210","Smartphones","Oryginalny Xiaomi MI 10T Lite 6/64gb 5G jak Nowy","1 188,00 zł","1555,00 zł","-23%","https://allegro.pl/oferta/oryginalny-xiaomi-mi-10t-lite-6-64gb-5g-jak-nowy-10244397115"
"211","Smartphones","Oryginalny Samsung Galaxy S10 8/128gb","1 818,00 zł","2444,00 zł","-25%","https://allegro.pl/oferta/oryginalny-samsung-galaxy-s10-8-128gb-9483426031"
"212","Smartphones","Samsung Galaxy S9 / 64GB / ORYGINAŁ / GWARANCJA","928,99 zł z kurierem","2799,00 zł","-66%","https://allegro.pl/oferta/samsung-galaxy-s9-64gb-oryginal-gwarancja-9406249697"
"213","Smartphones","OnePlus Nord N10 5G 6/128GB 6,49"" NFC Czarny","1 099,00 zł","2599,00 zł","-57%","https://allegro.pl/oferta/oneplus-nord-n10-5g-6-128gb-6-49-nfc-czarny-9941398717"
"214","Smartphones","ŚWIETNY SMARTFON ALBA 4 3G 4'' 4x1,2 GHz + ETUI","119,00 zł z kurierem","219,00 zł","-45%","https://allegro.pl/oferta/swietny-smartfon-alba-4-3g-4-4x1-2-ghz-etui-10175167845"
"215","Smartphones","Oryginalny Huawei P20 Pro 6/128gb - 2 kolory","1 099,00 zł","1599,00 zł","-31%","https://allegro.pl/oferta/oryginalny-huawei-p20-pro-6-128gb-2-kolory-9991038926"
"216","Smartphones","Oryginalny Samsung Galaxy S10+ plus 8/128gb","1 888,00 zł","2444,00 zł","-22%","https://allegro.pl/oferta/oryginalny-samsung-galaxy-s10-plus-8-128gb-9483438603"
"217","Smartphones","Sony XPERIA XA2 5,2'' 3GB 32GB LTE QC NFC 23Mpx","379,00 zł z kurierem","699,00 zł","-45%","https://allegro.pl/oferta/sony-xperia-xa2-5-2-3gb-32gb-lte-qc-nfc-23mpx-10411502580"
"218","Smartphones","Smartfon Huawei P30 Pro / GWARANCJA / ORYGINAŁ","1 748,99 zł z kurierem","2599,00 zł","-32%","https://allegro.pl/oferta/smartfon-huawei-p30-pro-gwarancja-oryginal-10495541447"
"219","Smartphones","Smartfon Xiaomi POCO X3 6/64GB Niebieski","849,00 zł","899,00 zł","-5%","https://allegro.pl/oferta/smartfon-xiaomi-poco-x3-6-64gb-niebieski-10070890659"
"220","Smartphones","APPLE IPHONE 8 64GB - WYBÓR KOLORU + GRATISY","1 209,00 zł z kurierem","1799,00 zł","-32%","https://allegro.pl/events/clicks?emission_unit_id=33a84d55-bd7f-41bf-ad7a-f92ed170aaeb&emission_id=090c0961-dd58-4e98-a3a4-0e98f095d865&type=OFFER&ts=1616081349227&redirect=https%3A%2F%2Fallegro.pl%2Foferta%2Fapple-iphone-8-64gb-wybor-koloru-gratisy-8937776979%3Fbi_s%3Dads%26bi_m%3Dlisting%253Adesktop%253Acategory%26bi_c%3DYWY5ZDE5NzQtYjU5Ny00ODg2LTlmZmQtNDU1OTVhMDczZTU0AA%26bi_t%3Dape&placement=listing:desktop:category&sig=e89349af14b3c92d67bca7de6645ad26"
"221","Smartphones","Smartfon Huawei P20 Pro / ORYGINAŁ / GWARANCJA","898,99 zł z kurierem","2499,00 zł","-64%","https://allegro.pl/oferta/smartfon-huawei-p20-pro-oryginal-gwarancja-10495223641"
"222","Smartphones","Smartfon Xiaomi Redmi Note 9T 5G 4/128GB fioletowy","999,00 zł","1199,00 zł","-16%","https://allegro.pl/oferta/smartfon-xiaomi-redmi-note-9t-5g-4-128gb-fioletowy-10191579451"
"223","Smartphones","ZESTAW HAMMER EXPLORER PRO + BATERIA ZEWNĘTRZNA","2 099,00 zł","2168,00 zł","-3%","https://allegro.pl/oferta/zestaw-hammer-explorer-pro-bateria-zewnetrzna-10195562990"
"224","Smartphones","Apple Iphone XS 64g / 3 Kolory /Oryginalny komplet","1 818,00 zł","2333,00 zł","-22%","https://allegro.pl/oferta/apple-iphone-xs-64g-3-kolory-oryginalny-komplet-10240222415"
"225","Smartphones","Oryginalny Samsung Galaxy Note 10+ Black Czarny","2 525,00 zł","2999,00 zł","-15%","https://allegro.pl/oferta/oryginalny-samsung-galaxy-note-10-black-czarny-10147961051"
"226","Smartphones","Smartfon Archos Diamond Gamma 5,5'' 3RAM 32GB LTE","299,00 zł z kurierem","599,00 zł","-50%","https://allegro.pl/oferta/smartfon-archos-diamond-gamma-5-5-3ram-32gb-lte-9935062483"
"227","Smartphones","IPhone 11 Pro 64 GB / KOLORY / KL.X","3 039,00 zł","3700,00 zł","-17%","https://allegro.pl/oferta/iphone-11-pro-64-gb-kolory-kl-x-10142369364"
"228","Smartphones","Smartfon Xiaomi POCO X3 6/64 GB szary","849,00 zł","899,00 zł","-5%","https://allegro.pl/oferta/smartfon-xiaomi-poco-x3-6-64-gb-szary-10070845545"
"229","Smartphones","TELEFON PANCERNY CUBOT KING KONG 16GB DS PL CZARNY","321,79 zł z kurierem","649,00 zł","-50%","https://allegro.pl/oferta/telefon-pancerny-cubot-king-kong-16gb-ds-pl-czarny-8856974508"
"230","Smartphones","Smartphone Xiaomi Redmi Note 9T 4 / 128GB czarny","999,00 zł","1199,00 zł","-16%","https://allegro.pl/oferta/smartphone-xiaomi-redmi-note-9t-4-128gb-czarny-10199893899"
"231","Smartphones","SMARTFON SAMSUNG SM-M515 GALAXY M51 BLACK 6/128GB","1 299,00 zł","1999,00 zł","-35%","https://allegro.pl/events/clicks?emission_unit_id=927d7a84-16d4-42a3-9ded-af87f939f5fd&emission_id=090c0961-dd58-4e98-a3a4-0e98f095d865&type=OFFER&ts=1616081349227&redirect=https%3A%2F%2Fallegro.pl%2Foferta%2Fsmartfon-samsung-sm-m515-galaxy-m51-black-6-128gb-9838356380%3Fbi_s%3Dads%26bi_m%3Dlisting%253Adesktop%253Acategory%26bi_c%3DYzUwMjRiNDctOGIzYS00MTFlLThmMjQtMzMzNTgyNmU3OGYzAA%26bi_t%3Dape&placement=listing:desktop:category&sig=542c926cbb54cfc80de4f04e20285578"
"232","Smartphones","Apple iPhone 8 PLUS / 64 GB / GWARANCJA / ORYGINAŁ","1 298,99 zł z kurierem","2399,00 zł","-45%","https://allegro.pl/oferta/apple-iphone-8-plus-64-gb-gwarancja-oryginal-9441778274"
"233","Smartphones","Oryginalny Samsung Galaxy S8 64gb - Gratis","1 349,00 zł","1777,00 zł","-24%","https://allegro.pl/oferta/oryginalny-samsung-galaxy-s8-64gb-gratis-9455220658"
"234","Smartphones","Smartfon Xiaomi Redmi 9T 4 / 128 GB szary","799,00 zł","899,99 zł","-11%","https://allegro.pl/oferta/smartfon-xiaomi-redmi-9t-4-128-gb-szary-10251452246"
"235","Smartphones","Apple iPhone XR 64GB /Kolory +Indukcja +Certyfikat","1 799,00 zł","2499,00 zł","-28%","https://allegro.pl/oferta/apple-iphone-xr-64gb-kolory-indukcja-certyfikat-9440586421"
"236","Smartphones","Smartfon Xiaomi Redmi Note 9 Pro 6 / 64 GB biały","889,00 zł","899,00 zł","-1%","https://allegro.pl/oferta/smartfon-xiaomi-redmi-note-9-pro-6-64-gb-bialy-10413457925"
"237","Smartphones","Smartfon Samsung Galaxy A40 / ORYGINAŁ / GWARANCJA","598,99 zł z kurierem","999,00 zł","-40%","https://allegro.pl/oferta/smartfon-samsung-galaxy-a40-oryginal-gwarancja-10504881685"
"238","Smartphones","Oryginalny Apple Iphone 8 64gb - Gratis","997,00 zł","1999,00 zł","-50%","https://allegro.pl/oferta/oryginalny-apple-iphone-8-64gb-gratis-9649066552"
"239","Smartphones","ORYGINALNY APPLE IPHONE 8 64GB RÓŻNE KOLORY","1 229,00 zł z kurierem","1799,00 zł","-31%","https://allegro.pl/oferta/oryginalny-apple-iphone-8-64gb-rozne-kolory-7959115678"
"240","Smartphones","ZESTAW PREMIUM -ORYGINALNY APPLE IPHONE 8 64GB","1 249,00 zł z kurierem","1799,00 zł","-30%","https://allegro.pl/oferta/zestaw-premium-oryginalny-apple-iphone-8-64gb-7959168034"
"241","Smartphones","Oryginalny Samsung Xcover 4 G390F / Pancerny","444,00 zł","777,00 zł","-42%","https://allegro.pl/oferta/oryginalny-samsung-xcover-4-g390f-pancerny-10067491958"
"242","Smartphones","Apple iPhone X / ORYGINAŁ / GWARANCJA","1 538,99 zł z kurierem","3299,00 zł","-53%","https://allegro.pl/events/clicks?emission_unit_id=64e666bf-66b5-4541-93f3-18f26c9297fc&emission_id=090c0961-dd58-4e98-a3a4-0e98f095d865&type=OFFER&ts=1616081349227&redirect=https%3A%2F%2Fallegro.pl%2Foferta%2Fapple-iphone-x-oryginal-gwarancja-8903955225%3Fbi_s%3Dads%26bi_m%3Dlisting%253Adesktop%253Acategory%26bi_c%3DN2ZjNzA0MzYtZGU0MS00NzA4LTg5MGEtYmQ3ZWIyZTAyMDFlAA%26bi_t%3Dape&placement=listing:desktop:category&sig=fd38f6f65a81fc4e795a5bf3b1517059"
"243","Smartphones","ŁADNY SAMSUNG J700 rozsuwany slider dla seniora","89,00 zł z kurierem","139,00 zł","-35%","https://allegro.pl/oferta/ladny-samsung-j700-rozsuwany-slider-dla-seniora-8633035222"
"244","Smartphones","Apple iPhone 6","373,99 zł z kurierem","999,99 zł","-62%","https://allegro.pl/oferta/apple-iphone-6-6974926520"
"245","Smartphones","Smartfon Archos Oxygen 63 6,26'' 4RAM 64GB LTE","399,00 zł z kurierem","699,00 zł","-42%","https://allegro.pl/oferta/smartfon-archos-oxygen-63-6-26-4ram-64gb-lte-9934816269"
"246","Smartphones","Smartfon Xiaomi POCO X3 6 GB / 128 GB niebieski","899,00 zł","1099,00 zł","-18%","https://allegro.pl/oferta/smartfon-xiaomi-poco-x3-6-gb-128-gb-niebieski-10433032523"
"247","Smartphones","Smartfon Kruger&Matz MOVE 8 MINI dual SIM","199,00 zł z kurierem","249,00 zł","-20%","https://allegro.pl/oferta/smartfon-kruger-matz-move-8-mini-dual-sim-7713980921"
"248","Smartphones","Xiaomi POCO X3 6/64GB Snapdragon 732G Niebieski","848,00 zł","999,00 zł","-15%","https://allegro.pl/oferta/xiaomi-poco-x3-6-64gb-snapdragon-732g-niebieski-10048515426"
"249","Smartphones","ORYGINALNY APPLE IPHONE 8 64GB RÓŻNE KOLORY","1 038,00 zł z kurierem","1799,00 zł","-42%","https://allegro.pl/oferta/oryginalny-apple-iphone-8-64gb-rozne-kolory-7647420884"
"250","Smartphones","Smartfon dla Seniora Doro 8035 5'' LTE HAC SOS","399,00 zł z kurierem","899,00 zł","-55%","https://allegro.pl/oferta/smartfon-dla-seniora-doro-8035-5-lte-hac-sos-8728718870"
"251","Smartphones","Smartfon Samsung Galaxy A20e / GWARANCJA / SKLEP","498,99 zł z kurierem","749,00 zł","-33%","https://allegro.pl/oferta/smartfon-samsung-galaxy-a20e-gwarancja-sklep-10505001321"
"252","Smartphones","Oryginalny Samsung Xcover 4 G390F / Pancerny","599,00 zł","888,00 zł","-32%","https://allegro.pl/oferta/oryginalny-samsung-xcover-4-g390f-pancerny-10101005334"
"253","Smartphones","IDEALNY Apple Iphone XR 64gb - ORYGINALNY zestaw","1 599,00 zł","2499,00 zł","-36%","https://allegro.pl/events/clicks?emission_unit_id=59140031-29e8-4b70-8875-dfd8149ec016&emission_id=090c0961-dd58-4e98-a3a4-0e98f095d865&type=OFFER&ts=1616081349227&redirect=https%3A%2F%2Fallegro.pl%2Foferta%2Fidealny-apple-iphone-xr-64gb-oryginalny-zestaw-9974526523%3Fbi_s%3Dads%26bi_m%3Dlisting%253Adesktop%253Acategory%26bi_c%3DZjU5OWY0ZTItMjczNy00MzYzLWIwOWEtZWNjMzVlMTY1NjJjAA%26bi_t%3Dape&placement=listing:desktop:category&sig=359cce79469452ac19c9e15ab01ddf5f"
"254","Smartphones","NOKIA 2760 klapka oryginalny produkt","89,99 zł z kurierem","199,00 zł","-54%","https://allegro.pl/oferta/nokia-2760-klapka-oryginalny-produkt-9271735493"
"255","Smartphones","Samsung Galaxy S9+ plus Czarny/Black IDEALNY","1 333,00 zł","1999,00 zł","-33%","https://allegro.pl/oferta/samsung-galaxy-s9-plus-czarny-black-idealny-9003324564"
"256","Smartphones","ZESTAW HAMMER EXPLORER ORANGE + BATERIA ZEWNĘTRZNA","1 099,00 zł","1168,00 zł","-5%","https://allegro.pl/oferta/zestaw-hammer-explorer-orange-bateria-zewnetrzna-10229025032"
"257","Smartphones","Smartfon Xiaomi Redmi Note 9T 5G 4/64 GB czarny","899,00 zł","999,00 zł","-10%","https://allegro.pl/oferta/smartfon-xiaomi-redmi-note-9t-5g-4-64-gb-czarny-10246882678"
"258","Smartphones","Smartfon Xiaomi POCO X3 6 GB / 128 GB szary","899,00 zł","1099,00 zł","-18%","https://allegro.pl/oferta/smartfon-xiaomi-poco-x3-6-gb-128-gb-szary-10433011470"
"259","Smartphones","ZESTAW HAMMER EXPLORER SILVER + BATERIA ZEWNĘTRZNA","1 099,00 zł","1168,00 zł","-5%","https://allegro.pl/oferta/zestaw-hammer-explorer-silver-bateria-zewnetrzna-10229134597"
